Dinophyceae;Bay.of.Biscay;Black.Sea;English.Channel;Mediterranean.Sea;North.Sea;Subtropical.ocean
Bay of Biscay;0;0.938173454130847;0.87497104538359;0.804672833794989;0.927670261180023;0.818861390415376
Black Sea;0.938173454130847;0;0.901578438140029;0.890869330127625;0.791834766178996;0.962644200953342
English Channel;0.87497104538359;0.901578438140029;0;0.798497443157509;0.859471772489166;0.894607381909587
Mediterranean Sea;0.804672833794989;0.890869330127625;0.798497443157509;0;0.867745884222841;0.664604534857357
North Sea;0.927670261180023;0.791834766178996;0.859471772489166;0.867745884222841;0;0.954859723071374
Subtropical ocean;0.818861390415376;0.962644200953342;0.894607381909587;0.664604534857357;0.954859723071374;0
;;;;;;
Ciliophora;Bay.of.Biscay;Black.Sea;English.Channel;Mediterranean.Sea;North.Sea;Subtropical.ocean
Bay of Biscay;0;0.867381892806053;0.902947145619635;0.842217097011825;0.872886640938259;0.858727477402051
Black Sea;0.867381892806053;0;0.887898854315709;0.891501486515274;0.79049701022653;0.944252209613938
English Channel;0.902947145619635;0.887898854315709;0;0.777126046175384;0.803651192794572;0.923737512275255
Mediterranean Sea;0.842217097011825;0.891501486515274;0.777126046175384;0;0.828880954082161;0.729483694176171
North Sea;0.872886640938259;0.79049701022653;0.803651192794572;0.828880954082161;0;0.92877157288191
Subtropical ocean;0.858727477402051;0.944252209613938;0.923737512275255;0.729483694176171;0.92877157288191;0
;;;;;;
Radiolaria;Bay.of.Biscay;Black.Sea;English.Channel;Mediterranean.Sea;North.Sea;Subtropical.ocean
Bay of Biscay;0;0.97462797037596;0.870508797970726;0.942580875095232;0.914028700372153;0.98111749754938
Black Sea;0.97462797037596;0;0.958390416328276;0.990831276360653;0.983866226229662;0.991593478316324
English Channel;0.870508797970726;0.958390416328276;0;0.961150318767074;0.899296029993727;0.986294136252654
Mediterranean Sea;0.942580875095232;0.990831276360653;0.961150318767074;0;0.896220133271001;0.727417292423973
North Sea;0.914028700372153;0.983866226229662;0.899296029993727;0.896220133271001;0;0.993423735613338
Subtropical ocean;0.98111749754938;0.991593478316324;0.986294136252654;0.727417292423973;0.993423735613338;0
;;;;;;
Ochrophyta;Bay.of.Biscay;Black.Sea;English.Channel;Mediterranean.Sea;North.Sea;Subtropical.ocean
Bay of Biscay;0;0.944213049494936;0.953554574430131;0.862135906227205;0.939353323258805;0.839757547138781
Black Sea;0.944213049494936;0;0.918409472383869;0.892072704102568;0.732692288501858;0.961403091261643
English Channel;0.953554574430131;0.918409472383869;0;0.806755268471589;0.882128402710598;0.953440648813368
Mediterranean Sea;0.862135906227205;0.892072704102568;0.806755268471589;0;0.83361488993896;0.834034881022253
North Sea;0.939353323258805;0.732692288501858;0.882128402710598;0.83361488993896;0;0.965028633968432
Subtropical ocean;0.839757547138781;0.961403091261643;0.953440648813368;0.834034881022253;0.965028633968432;0
;;;;;;
Cercozoa;Bay.of.Biscay;Black.Sea;English.Channel;Mediterranean.Sea;North.Sea;Subtropical.ocean
Bay of Biscay;0;0.982103174330624;0.96701345562615;0.878828971450338;0.904605092480974;0.930785824223574
Black Sea;0.982103174330624;0;0.951501456544751;0.927806049444131;0.877524702758534;0.99158348108881
English Channel;0.96701345562615;0.951501456544751;0;0.745475896500063;0.843165738440751;0.967596506393834
Mediterranean Sea;0.878828971450338;0.927806049444131;0.745475896500063;0;0.837231980758612;0.88421222368964
North Sea;0.904605092480974;0.877524702758534;0.843165738440751;0.837231980758612;0;0.981476463546255
Subtropical ocean;0.930785824223574;0.99158348108881;0.967596506393834;0.88421222368964;0.981476463546255;0
;;;;;;
Cryptophyta;Bay.of.Biscay;Black.Sea;English.Channel;Mediterranean.Sea;North.Sea;Subtropical.ocean
Bay of Biscay;0;0.852266116053246;0.881612974786431;0.747806749032386;0.944704795765131;0.791666798740924
Black Sea;0.852266116053246;0;0.821118584548414;0.735923947815264;0.671563329597875;0.928054816498048
English Channel;0.881612974786431;0.821118584548414;0;0.786600033491997;0.813523218679703;0.870377288638509
Mediterranean Sea;0.747806749032386;0.735923947815264;0.786600033491997;0;0.850928644235467;0.882593230983105
North Sea;0.944704795765131;0.671563329597875;0.813523218679703;0.850928644235467;0;0.938662701091859
Subtropical ocean;0.791666798740924;0.928054816498048;0.870377288638509;0.882593230983105;0.938662701091859;0
;;;;;;
Opalozoa;Bay.of.Biscay;Black.Sea;English.Channel;Mediterranean.Sea;North.Sea;Subtropical.ocean
Bay of Biscay;0;1;0.900792047825135;0.810741256648265;0.915114872445857;0.904576802623282
Black Sea;1;0;0.924648613090138;0.976234364064496;0.874080566513386;0.971848215239348
English Channel;0.900792047825135;0.924648613090138;0;0.745279921844327;0.770950207818785;0.90305636237645
Mediterranean Sea;0.810741256648265;0.976234364064496;0.745279921844327;0;0.839940179196507;0.843786084383779
North Sea;0.915114872445857;0.874080566513386;0.770950207818785;0.839940179196507;0;0.957003482122313
Subtropical ocean;0.904576802623282;0.971848215239348;0.90305636237645;0.843786084383779;0.957003482122313;0
;;;;;;
Sagenista;Bay.of.Biscay;Black.Sea;English.Channel;Mediterranean.Sea;North.Sea;Subtropical.ocean
Bay of Biscay;0;0.927494765810393;0.812106830102491;0.746219107052659;0.847799688731939;0.760141643941602
Black Sea;0.927494765810393;0;0.83502956899843;0.927283159174829;0.704648885459417;0.970443781190252
English Channel;0.812106830102491;0.83502956899843;0;0.738032807799124;0.682014630383829;0.845932127615074
Mediterranean Sea;0.746219107052659;0.927283159174829;0.738032807799124;0;0.809437286678021;0.620999021505498
North Sea;0.847799688731939;0.704648885459417;0.682014630383829;0.809437286678021;0;0.904155003240767
Subtropical ocean;0.760141643941602;0.970443781190252;0.845932127615074;0.620999021505498;0.904155003240767;0
;;;;;;
Syndiniales;Bay.of.Biscay;Black.Sea;English.Channel;Mediterranean.Sea;North.Sea;Subtropical.ocean
Bay of Biscay;0;0.940557162491321;0.872991324662993;0.867376931604074;0.910315399979933;0.898494917470853
Black Sea;0.940557162491321;0;0.91577064018812;0.949739577024946;0.817131780391512;0.96862939955675
English Channel;0.872991324662993;0.91577064018812;0;0.814610404707088;0.84839192562793;0.872386318763916
Mediterranean Sea;0.867376931604074;0.949739577024946;0.814610404707088;0;0.902815004053065;0.60089678886582
North Sea;0.910315399979933;0.817131780391512;0.84839192562793;0.902815004053065;0;0.935820962510432
Subtropical ocean;0.898494917470853;0.96862939955675;0.872386318763916;0.60089678886582;0.935820962510432;0